
         6073355 function calls (5735582 primitive calls) in 7.982 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 locks.py:12(_ContextManager)
        1    0.000    0.000    0.000    0.000 locks.py:166(Event)
        1    0.000    0.000    0.000    0.000 locks.py:232(Condition)
        1    0.000    0.000    0.000    0.000 locks.py:350(Semaphore)
        1    0.000    0.000    0.000    0.000 locks.py:42(Lock)
        1    0.000    0.000    0.000    0.000 locks.py:429(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 logger.py:5(<module>)
        1    0.000    0.000    0.000    0.000 logger.py:63(Logger)
        2    0.000    0.000    0.000    0.000 logger.py:67(__init__)
        1    0.000    0.000    0.000    0.000 logger.py:92(PrintTime)
        1    0.000    0.000    0.000    0.000 logistic.py:1116(LogisticRegressionCV)
        1    0.000    0.000    0.000    0.000 logistic.py:3(<module>)
        1    0.000    0.000    0.000    0.000 logistic.py:848(LogisticRegression)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        2    0.007    0.004    0.018    0.009 machar.py:113(_do_init)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        2    0.000    0.000    0.019    0.009 machar.py:97(__init__)
        1    0.000    0.000    0.000    0.000 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000    0.000    0.000 matfuncs.py:107(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 matfuncs.py:139(ProductOperator)
        1    0.000    0.000    0.000    0.000 matfuncs.py:3(<module>)
        1    0.000    0.000    0.003    0.003 matfuncs.py:5(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:23(memmap)
        1    0.000    0.000    0.000    0.000 memory.py:142(MemorizedResult)
        1    0.000    0.000    0.000    0.000 memory.py:223(NotMemorizedResult)
        1    0.000    0.000    0.000    0.000 memory.py:265(NotMemorizedFunc)
        1    0.000    0.000    0.000    0.000 memory.py:303(MemorizedFunc)
        1    0.001    0.001    0.005    0.005 memory.py:5(<module>)
        1    0.000    0.000    0.000    0.000 memory.py:67(JobLibCollisionWarning)
        1    0.000    0.000    0.000    0.000 memory.py:781(Memory)
        2    0.000    0.000    0.000    0.000 memory.py:794(__init__)
        1    0.000    0.000    0.000    0.000 message.py:35(<module>)
        1    0.000    0.000    0.000    0.000 message.py:40(Error)
        1    0.000    0.000    0.000    0.000 message.py:41(DecodeError)
        1    0.000    0.000    0.000    0.000 message.py:42(EncodeError)
        1    0.000    0.000    0.000    0.000 message.py:45(Message)
        1    0.000    0.000    0.000    0.000 message_listener.py:35(<module>)
        1    0.000    0.000    0.000    0.000 message_listener.py:40(MessageListener)
        1    0.000    0.000    0.000    0.000 message_listener.py:73(NullMessageListener)
     3813    0.001    0.000    0.001    0.000 message_listener.py:77(Modified)
        1    0.000    0.000    0.000    0.000 metaestimators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 metaestimators.py:13(_IffHasAttrDescriptor)
       11    0.000    0.000    0.000    0.000 metaestimators.py:24(__init__)
       11    0.000    0.000    0.000    0.000 metaestimators.py:43(if_delegate_has_method)
       11    0.000    0.000    0.000    0.000 metaestimators.py:72(<lambda>)
        1    0.000    0.000    0.000    0.000 minpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.001    0.001 misc.py:1(<module>)
      745    0.004    0.000    0.005    0.000 modelActions2.py:100(update)
        1    0.000    0.000    0.000    0.000 modelActions2.py:108(WorldState)
     1510    0.002    0.000    0.024    0.000 modelActions2.py:110(__init__)
      760    0.010    0.000    0.905    0.001 modelActions2.py:114(parse)
        1    0.000    0.000    0.000    0.000 modelActions2.py:130(Classifier)
        1    0.000    0.000    0.000    0.000 modelActions2.py:132(__init__)
      744    0.000    0.000    0.000    0.000 modelActions2.py:138(train)
      750    0.002    0.000    0.002    0.000 modelActions2.py:147(test)
        1    0.000    0.000    0.161    0.161 modelActions2.py:15(<module>)
        1    0.000    0.000    0.000    0.000 modelActions2.py:164(GateFunction)
        1    0.000    0.000    0.000    0.000 modelActions2.py:166(__init__)
      750    0.001    0.000    0.211    0.000 modelActions2.py:171(test)
      744    0.003    0.000    0.011    0.000 modelActions2.py:175(checkChange)
      744    0.002    0.000    0.224    0.000 modelActions2.py:185(update)
        1    0.000    0.000    0.000    0.000 modelActions2.py:206(Predictor)
        1    0.000    0.000    0.000    0.000 modelActions2.py:208(__init__)
      384    0.001    0.000    0.971    0.003 modelActions2.py:211(predict)
      387    0.003    0.000    0.164    0.000 modelActions2.py:217(update)
        1    0.000    0.000    0.000    0.000 modelActions2.py:228(ModelAction)
        1    0.000    0.000    0.000    0.000 modelActions2.py:230(__init__)
      750    0.006    0.000    1.480    0.002 modelActions2.py:236(predict)
      745    0.006    0.000    0.489    0.001 modelActions2.py:252(update)
        1    0.000    0.000    0.000    0.000 modelActions2.py:30(Object)
     2270    0.004    0.000    0.010    0.000 modelActions2.py:32(__init__)
     2264    0.028    0.000    0.598    0.000 modelActions2.py:38(getRelVec)
      383    0.399    0.001    0.970    0.003 modelActions2.py:60(predict)
      744    0.004    0.000    0.006    0.000 modelActions2.py:71(update)
        1    0.000    0.000    0.000    0.000 modelActions2.py:78(Actuator)
     1510    0.006    0.000    0.022    0.000 modelActions2.py:80(__init__)
      750    0.013    0.000    0.282    0.000 modelActions2.py:86(predict)
        1    0.000    0.000    0.000    0.000 modelState_pb2.py:105(ModelState)
        1    0.000    0.000    0.002    0.002 modelState_pb2.py:4(<module>)
        1    0.000    0.000    0.000    0.000 modelState_v_pb2.py:4(<module>)
        1    0.000    0.000    0.000    0.000 modelState_v_pb2.py:52(ModelState_V)
        1    0.000    0.000    0.000    0.000 morestats.py:5(<module>)
        1    0.000    0.000    0.000    0.000 mstats.py:78(<module>)
        1    0.000    0.000    0.000    0.000 mstats_basic.py:6(<module>)
        1    0.000    0.000    0.000    0.000 mstats_extras.py:8(<module>)
        1    0.000    0.000    0.000    0.000 multiclass.py:8(<module>)
        1    0.000    0.000    0.000    0.000 my_exceptions.py:11(JoblibException)
        1    0.000    0.000    0.001    0.001 my_exceptions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 my_exceptions.py:36(TransportableException)
       48    0.001    0.000    0.001    0.000 my_exceptions.py:53(_mk_exception)
        1    0.000    0.000    0.001    0.001 my_exceptions.py:75(_mk_common_exceptions)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:16(<module>)
        1    0.000    0.000    0.000    0.000 ndgriddata.py:22(NearestNDInterpolator)
        1    0.000    0.000    0.002    0.002 ndgriddata.py:6(<module>)
      540    0.001    0.000    0.001    0.000 network.py:102(addEdge)
       17    0.000    0.000    0.000    0.000 network.py:106(removeEdge)
        1    0.000    0.000    0.000    0.000 network.py:123(LVQNeuron)
        1    0.000    0.000    0.000    0.000 network.py:150(LVQNeuralNet)
        1    0.000    0.000    0.000    0.000 network.py:21(Node)
      387    0.001    0.000    0.002    0.000 network.py:23(__init__)
        1    0.000    0.000    0.000    0.000 network.py:243(TreeNode)
        1    0.000    0.000    0.000    0.000 network.py:430(Tree)
     1080    0.000    0.000    0.000    0.000 network.py:49(addNeighbour)
       34    0.000    0.000    0.000    0.000 network.py:52(removeNeighbour)
      385    0.000    0.000    0.000    0.000 network.py:55(adapt)
        1    0.000    0.000    0.000    0.000 network.py:6(<module>)
    43069    0.017    0.000    0.054    0.000 network.py:76(vec)
    38206    0.013    0.000    0.042    0.000 network.py:82(vecInA)
        1    0.000    0.000    0.000    0.000 network.py:88(Network)
     1511    0.002    0.000    0.002    0.000 network.py:89(__init__)
      157    0.000    0.000    0.019    0.000 network.py:98(addNode)
        1    0.000    0.000    0.000    0.000 new.py:5(<module>)
        1    0.000    0.000    0.000    0.000 nnls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nonlin.py:1041(Anderson)
        1    0.000    0.000    0.002    0.002 nonlin.py:110(<module>)
        1    0.000    0.000    0.000    0.000 nonlin.py:1177(DiagBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:1224(LinearMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:1264(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:1322(KrylovJacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:138(NoConvergence)
        7    0.000    0.000    0.001    0.000 nonlin.py:1483(_nonlin_wrapper)
        8    0.000    0.000    0.000    0.000 nonlin.py:222(_set_doc)
        1    0.000    0.000    0.000    0.000 nonlin.py:418(TerminationCondition)
        1    0.000    0.000    0.000    0.000 nonlin.py:481(Jacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:549(InverseJacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:664(GenericBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:685(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 nonlin.py:904(BroydenFirst)
        1    0.000    0.000    0.000    0.000 nonlin.py:997(BroydenSecond)
        1    0.000    0.000    0.000    0.000 nosetester.py:129(NoseTester)
       46    0.000    0.000    0.000    0.000 nosetester.py:181(__init__)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.001    0.001    0.001    0.001 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:133(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:86(BagObj)
        1    0.000    0.000    0.000    0.000 numbers.py:13(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
        1    0.000    0.000    0.002    0.002 numeric.py:1(<module>)
     3784    0.005    0.000    0.024    0.000 numeric.py:141(ones)
      766    0.001    0.000    0.266    0.000 numeric.py:1681(array_str)
        2    0.000    0.000    0.000    0.000 numeric.py:1717(set_string_function)
     1520    0.008    0.000    0.018    0.000 numeric.py:2125(identity)
        2    0.000    0.000    0.000    0.000 numeric.py:2156(allclose)
     9204    0.017    0.000    0.037    0.000 numeric.py:2428(seterr)
     9204    0.011    0.000    0.012    0.000 numeric.py:2524(geterr)
        1    0.000    0.000    0.000    0.000 numeric.py:2743(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:2747(errstate)
     4602    0.004    0.000    0.005    0.000 numeric.py:2809(__init__)
     4602    0.004    0.000    0.025    0.000 numeric.py:2813(__enter__)
     4602    0.004    0.000    0.020    0.000 numeric.py:2818(__exit__)
        1    0.000    0.000    0.000    0.000 numeric.py:2824(_setdef)
        3    0.000    0.000    0.000    0.000 numeric.py:351(extend_all)
    23308    0.017    0.000    0.041    0.000 numeric.py:394(asarray)
     7344    0.006    0.000    0.015    0.000 numeric.py:464(asanyarray)
        1    0.000    0.000    0.000    0.000 numeric.py:52(ComplexWarning)
       72    0.000    0.000    0.000    0.000 numerictypes.py:131(english_lower)
       40    0.000    0.000    0.000    0.000 numerictypes.py:158(english_upper)
       14    0.000    0.000    0.000    0.000 numerictypes.py:185(english_capitalize)
       21    0.000    0.000    0.000    0.000 numerictypes.py:220(_evalname)
       26    0.000    0.000    0.000    0.000 numerictypes.py:233(bitname)
        1    0.000    0.000    0.000    0.000 numerictypes.py:289(_add_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:305(_add_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:346(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:387(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:436(_construct_char_code_lookup)
       30    0.000    0.000    0.000    0.000 numerictypes.py:451(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:459(_set_array_types)
        3    0.000    0.000    0.000    0.000 numerictypes.py:611(obj2sctype)
        3    0.000    0.000    0.000    0.000 numerictypes.py:668(issubclass_)
        3    0.000    0.000    0.000    0.000 numerictypes.py:736(issubdtype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:773(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:781(__getitem__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:788(_construct_lookups)
        1    0.001    0.001    0.003    0.003 numerictypes.py:82(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:867(<lambda>)
        2    0.000    0.000    0.000    0.000 numerictypes.py:949(_can_coerce_all)
        1    0.000    0.000    0.000    0.000 numerictypes.py:964(_register_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:970(find_common_type)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:133(ZNDArrayWrapper)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:170(NumpyPickler)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:257(NumpyUnpickler)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:3(<module>)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:301(ZipNumpyUnpickler)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:95(NDArrayWrapper)
        1    0.000    0.000    0.000    0.000 odepack.py:2(<module>)
        1    0.000    0.000    0.000    0.000 omp.py:2(<module>)
        1    0.000    0.000    0.000    0.000 omp.py:533(OrthogonalMatchingPursuit)
        1    0.000    0.000    0.000    0.000 omp.py:724(OrthogonalMatchingPursuitCV)
      119    0.000    0.000    0.000    0.000 opcode.py:27(def_op)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        1    0.000    0.000    0.000    0.000 optimize.py:10(<module>)
        1    0.000    0.000    0.000    0.000 optimize.py:122(OptimizeWarning)
        1    0.000    0.000    0.000    0.000 optimize.py:1667(Brent)
        1    0.000    0.000    0.000    0.000 optimize.py:17(<module>)
        1    0.000    0.000    0.000    0.000 optimize.py:21(_LineSearchError)
        1    0.000    0.000    0.000    0.000 optimize.py:49(MemoizeJac)
        1    0.000    0.000    0.000    0.000 optimize.py:666(_LineSearchError)
        1    0.000    0.000    0.000    0.000 optimize.py:71(Result)
        1    0.000    0.000    0.000    0.000 orthogonal.py:113(orthopoly1d)
        1    0.001    0.001    0.001    0.001 orthogonal.py:79(<module>)
        1    0.000    0.000    0.000    0.000 os.py:35(_get_exports_list)
       63    0.000    0.000    0.000    0.000 os.py:470(__setitem__)
        1    0.000    0.000    0.000    0.000 os.py:473(update)
        1    0.000    0.000    0.000    0.000 os.py:497(clear)
        1    0.000    0.000    0.000    0.000 os.py:504(copy)
        2    0.000    0.000    0.000    0.000 os.py:510(getenv)
        1    0.000    0.000    0.001    0.001 packet_pb2.py:4(<module>)
        3    0.000    0.000    0.000    0.000 packet_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 pairwise.py:12(<module>)
        1    0.000    0.000    0.000    0.000 parallel.py:134(ImmediateApply)
        1    0.000    0.000    0.000    0.000 parallel.py:147(CallBack)
        1    0.000    0.000    0.000    0.000 parallel.py:161(LockedIterator)
        1    0.000    0.000    0.000    0.000 parallel.py:192(Parallel)
        1    0.001    0.001    0.003    0.003 parallel.py:3(<module>)
        1    0.000    0.000    0.000    0.000 parallel.py:75(WorkerInterrupt)
        1    0.000    0.000    0.000    0.000 parallel.py:83(SafeFunction)
        1    0.000    0.000    0.000    0.000 passive_aggressive.py:144(PassiveAggressiveRegressor)
        1    0.000    0.000    0.000    0.000 passive_aggressive.py:4(<module>)
        1    0.000    0.000    0.000    0.000 passive_aggressive.py:9(PassiveAggressiveClassifier)
        1    0.000    0.000    0.000    0.000 perceptron.py:4(<module>)
        1    0.000    0.000    0.000    0.000 perceptron.py:8(Perceptron)
        1    0.000    0.000    0.000    0.000 pickle.py:1261(_EmptyClass)
        1    0.000    0.000    0.000    0.000 pickle.py:171(Pickler)
        1    0.000    0.000    0.001    0.001 pickle.py:25(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:58(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:62(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:69(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:82(_Stop)
        1    0.000    0.000    0.000    0.000 pickle.py:827(Unpickler)
        1    0.001    0.001    0.002    0.002 pilutil.py:7(<module>)
        1    0.000    0.000    0.000    0.000 pkgutil.py:482(extend_path)
        1    0.000    0.000    0.000    0.000 polyint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyint.py:111(_Interpolator1DWithDerivatives)
        1    0.000    0.000    0.000    0.000 polyint.py:190(KroghInterpolator)
        1    0.000    0.000    0.000    0.000 polyint.py:20(_Interpolator1D)
        1    0.000    0.000    0.000    0.000 polyint.py:430(BarycentricInterpolator)
        1    0.000    0.000    0.000    0.000 polyint.py:635(PiecewisePolynomial)
        1    0.000    0.000    0.000    0.000 polyint.py:898(PchipInterpolator)
        4    0.000    0.000    0.000    0.000 polynomial.py:1038(__init__)
        1    0.000    0.000    0.000    0.000 polynomial.py:1493(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:21(RankWarning)
        1    0.000    0.000    0.001    0.001 polynomial.py:4(<module>)
        1    0.000    0.000    0.001    0.001 polynomial.py:55(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:933(poly1d)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
        1    0.000    0.000    0.000    0.000 pool.py:11(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:130(Pool)
        1    0.000    0.000    0.000    0.000 pool.py:165(ArrayMemmapReducer)
        1    0.000    0.000    0.000    0.000 pool.py:268(CustomizablePickler)
        1    0.000    0.000    0.000    0.000 pool.py:317(CustomizablePicklingQueue)
        1    0.000    0.000    0.001    0.001 pool.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:394(PicklingPool)
        1    0.000    0.000    0.000    0.000 pool.py:440(MemmapingPool)
        1    0.000    0.000    0.000    0.000 pool.py:526(ApplyResult)
        1    0.000    0.000    0.000    0.000 pool.py:578(MapResult)
        1    0.000    0.000    0.000    0.000 pool.py:623(IMapIterator)
        1    0.000    0.000    0.000    0.000 pool.py:696(IMapUnorderedIterator)
        1    0.000    0.000    0.000    0.000 pool.py:71(MaybeEncodingError)
        1    0.000    0.000    0.000    0.000 pool.py:713(ThreadPool)
        1    0.000    0.000    0.001    0.001 pose_pb2.py:4(<module>)
        1    0.000    0.000    0.000    0.000 pose_pb2.py:75(Pose)
       53    0.000    0.000    0.000    0.000 posixpath.py:127(dirname)
        2    0.000    0.000    0.000    0.000 posixpath.py:336(normpath)
        2    0.000    0.000    0.000    0.000 posixpath.py:365(abspath)
        1    0.000    0.000    0.000    0.000 posixpath.py:51(normcase)
        2    0.000    0.000    0.000    0.000 posixpath.py:59(isabs)
       39    0.000    0.000    0.000    0.000 posixpath.py:68(join)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:84(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 process.py:101(_CallItem)
        1    0.000    0.000    0.000    0.000 process.py:265(ProcessPoolExecutor)
        1    0.000    0.000    0.000    0.000 process.py:285(AuthenticationString)
        1    0.000    0.000    0.000    0.000 process.py:299(_MainProcess)
        1    0.000    0.000    0.000    0.000 process.py:301(__init__)
        1    0.000    0.000    0.000    0.000 process.py:35(<module>)
        1    0.000    0.000    0.002    0.002 process.py:44(<module>)
        1    0.000    0.000    0.000    0.000 process.py:86(Process)
        1    0.000    0.000    0.000    0.000 process.py:88(_WorkItem)
        1    0.000    0.000    0.000    0.000 process.py:95(_ResultItem)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
        1    0.000    0.000    0.000    0.000 protocols.py:111(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:62(Protocol)
        1    0.000    0.000    0.000    0.000 protocols.py:7(BaseProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:98(DatagramProtocol)
        1    0.000    0.000    0.001    0.001 publish_pb2.py:4(<module>)
        4    0.000    0.000    0.000    0.000 publish_pb2.py:5(<lambda>)
        1    0.000    0.000    0.001    0.001 publishers_pb2.py:4(<module>)
        1    0.000    0.000    0.000    0.000 publishers_pb2.py:5(<lambda>)
        1    0.002    0.002    0.006    0.006 py33_exceptions.py:1(<module>)
      552    0.002    0.000    0.003    0.000 py33_exceptions.py:106(_wrap_error)
     8654    0.010    0.000    1.941    0.000 py33_exceptions.py:121(wrap_error)
        1    0.000    0.000    0.000    0.000 py33_exceptions.py:33(BlockingIOError)
        1    0.000    0.000    0.000    0.000 py33_exceptions.py:36(BrokenPipeError)
        1    0.000    0.000    0.000    0.000 py33_exceptions.py:39(ChildProcessError)
        1    0.000    0.000    0.000    0.000 py33_exceptions.py:42(ConnectionRefusedError)
        1    0.000    0.000    0.000    0.000 py33_exceptions.py:45(InterruptedError)
        1    0.000    0.000    0.000    0.000 py33_exceptions.py:48(ConnectionResetError)
        1    0.000    0.000    0.000    0.000 py33_exceptions.py:51(ConnectionAbortedError)
        1    0.000    0.000    0.000    0.000 py33_exceptions.py:54(PermissionError)
        1    0.000    0.000    0.000    0.000 py33_exceptions.py:57(FileNotFoundError)
        1    0.000    0.000    0.000    0.000 py33_exceptions.py:60(ProcessLookupError)
        1    0.000    0.000    0.000    0.000 py3_ssl.py:111(SSLContext)
        1    0.000    0.000    0.000    0.000 py3_ssl.py:28(SSLWantReadError)
        1    0.000    0.000    0.000    0.000 py3_ssl.py:31(SSLWantWriteError)
        1    0.000    0.000    0.000    0.000 py3_ssl.py:34(SSLEOFError)
        1    0.000    0.000    0.000    0.000 py3_ssl.py:9(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:1022(TextDoc)
        1    0.000    0.000    0.000    0.000 pydoc.py:1523(_OldStyleClass)
        1    0.000    0.000    0.000    0.000 pydoc.py:1588(Helper)
        1    0.000    0.000    0.000    0.000 pydoc.py:1765(__init__)
        1    0.000    0.000    0.000    0.000 pydoc.py:1950(Scanner)
        1    0.000    0.000    0.000    0.000 pydoc.py:1974(ModuleScanner)
        1    0.000    0.000    0.000    0.000 pydoc.py:265(ErrorDuringImport)
        1    0.000    0.000    0.000    0.000 pydoc.py:349(Doc)
        1    0.000    0.000    0.000    0.000 pydoc.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:406(HTMLRepr)
        1    0.000    0.000    0.000    0.000 pydoc.py:408(__init__)
        1    0.000    0.000    0.000    0.000 pydoc.py:448(HTMLDoc)
        1    0.000    0.000    0.000    0.000 pydoc.py:990(TextRepr)
        1    0.000    0.000    0.000    0.000 pydoc.py:992(__init__)
        1    0.000    0.000    0.000    0.000 pygazebo.py:100(WriteFuture)
     1518    0.009    0.000    0.017    0.000 pygazebo.py:101(__init__)
     3036    0.001    0.000    0.001    0.000 pygazebo.py:105(<genexpr>)
     1515    0.003    0.000    0.007    0.000 pygazebo.py:109(handle_done)
     1518    0.007    0.000    0.062    0.000 pygazebo.py:122(_publish_impl)
     1515    0.001    0.000    0.008    0.000 pygazebo.py:130(<lambda>)
        3    0.000    0.000    0.000    0.000 pygazebo.py:135(_connect)
        1    0.000    0.000    0.000    0.000 pygazebo.py:140(Subscriber)
        1    0.000    0.000    0.000    0.000 pygazebo.py:147(__init__)
        1    0.000    0.000    0.000    0.000 pygazebo.py:170(_start_connect)
        1    0.000    0.000    0.003    0.003 pygazebo.py:174(_connect)
        1    0.000    0.000    0.000    0.000 pygazebo.py:180(<lambda>)
        1    0.000    0.000    0.000    0.000 pygazebo.py:182(_connect2)
        1    0.000    0.000    0.000    0.000 pygazebo.py:198(<lambda>)
      761    0.003    0.000    0.059    0.000 pygazebo.py:200(_connect3)
      761    0.001    0.000    5.155    0.007 pygazebo.py:207(<lambda>)
      761    0.020    0.000    5.154    0.007 pygazebo.py:209(_handle_read)
        1    0.000    0.000    0.000    0.000 pygazebo.py:221(_Connection)
        6    0.000    0.000    0.000    0.000 pygazebo.py:234(__init__)
        2    0.000    0.000    0.004    0.002 pygazebo.py:242(connect)
        2    0.000    0.000    0.000    0.000 pygazebo.py:253(callback_impl)
        1    0.000    0.000    0.000    0.000 pygazebo.py:265(serve)
        1    0.000    0.000    0.000    0.000 pygazebo.py:27(ParseError)
        4    0.000    0.000    0.000    0.000 pygazebo.py:278(start_accept)
        3    0.000    0.000    0.000    0.000 pygazebo.py:282(<lambda>)
        3    0.000    0.000    0.000    0.000 pygazebo.py:284(handle_accept)
        3    0.000    0.000    0.000    0.000 pygazebo.py:286(<lambda>)
      775    0.003    0.000    0.055    0.000 pygazebo.py:291(read_raw)
      771    0.001    0.000    0.039    0.000 pygazebo.py:297(<lambda>)
      771    0.004    0.000    0.038    0.000 pygazebo.py:300(handle_read_raw_header)
        1    0.000    0.000    0.000    0.000 pygazebo.py:31(DisconnectError)
     1542    0.006    0.000    0.042    0.000 pygazebo.py:320(start_read_data)
      771    0.001    0.000    0.014    0.000 pygazebo.py:332(<lambda>)
      771    0.002    0.000    0.013    0.000 pygazebo.py:338(handle_read_data)
       14    0.000    0.000    0.001    0.000 pygazebo.py:351(read)
       10    0.000    0.000    0.001    0.000 pygazebo.py:356(<lambda>)
       10    0.000    0.000    0.001    0.000 pygazebo.py:359(handle_read)
        1    0.000    0.000    0.000    0.000 pygazebo.py:37(Event)
     3040    0.013    0.000    0.111    0.000 pygazebo.py:373(send_pieces)
     1520    0.002    0.000    0.024    0.000 pygazebo.py:389(<lambda>)
     1523    0.004    0.000    0.036    0.000 pygazebo.py:395(write)
        1    0.001    0.001    0.090    0.090 pygazebo.py:4(<module>)
       15    0.000    0.000    0.000    0.000 pygazebo.py:40(__init__)
     1520    0.002    0.000    0.342    0.000 pygazebo.py:400(<lambda>)
     1520    0.014    0.000    0.340    0.000 pygazebo.py:404(ready_write)
     1520    0.001    0.000    0.020    0.000 pygazebo.py:412(<lambda>)
     1520    0.002    0.000    0.019    0.000 pygazebo.py:417(finish_write)
        5    0.000    0.000    0.000    0.000 pygazebo.py:425(write_packet)
        6    0.000    0.000    0.000    0.000 pygazebo.py:434(local_host)
        5    0.000    0.000    0.000    0.000 pygazebo.py:439(local_port)
       15    0.000    0.000    0.000    0.000 pygazebo.py:44(clear)
        1    0.000    0.000    0.000    0.000 pygazebo.py:445(_PublisherRecord)
       34    0.000    0.000    0.000    0.000 pygazebo.py:453(__init__)
        1    0.000    0.000    0.000    0.000 pygazebo.py:460(Manager)
        1    0.000    0.000    0.000    0.000 pygazebo.py:461(__init__)
       11    0.000    0.000    0.000    0.000 pygazebo.py:47(is_set)
        1    0.000    0.000    0.000    0.000 pygazebo.py:470(start)
        3    0.000    0.000    0.000    0.000 pygazebo.py:473(advertise)
        3    0.000    0.000    0.000    0.000 pygazebo.py:499(<lambda>)
     1523    0.002    0.000    0.009    0.000 pygazebo.py:50(wait)
        1    0.000    0.000    0.000    0.000 pygazebo.py:503(subscribe)
